Date,Dept,Is_Holiday ,IsHoliday,Month_Num,Price,Season,Store,Temperature,Weather_Category,Week_Num,Weekly_Sales,Year
2010-02-05 00:00:00,1,0,false,2,2224.851,Winter,18,21.33,Cold,6,22252.71,2010
2010-02-05 00:00:00,1,0,false,2,2267.963,Winter,32,34.43,Moderate,6,22675.43,2010
2010-02-05 00:00:00,1,0,false,2,2292.975,Winter,26,9.55,Cold,6,22926.65,2010
2010-02-05 00:00:00,1,0,false,2,2306.739,Winter,35,27.19,Cold,6,23067.89,2010
2010-02-05 00:00:00,1,0,false,2,2317.247,Winter,28,49.47,Moderate,6,23176.07,2010
2010-02-05 00:00:00,1,0,false,2,2492.12,Winter,1,42.31,Moderate,6,24924.5,2010
2010-02-05 00:00:00,1,0,false,2,2562.04,Winter,6,40.43,Moderate,6,25619,2010
2010-02-05 00:00:00,1,0,false,2,3231.399,Winter,27,27.19,Cold,6,32313.79,2010
2010-02-05 00:00:00,1,0,false,2,3245.279,Winter,23,15.25,Cold,6,32452.79,2010
2010-02-05 00:00:00,1,0,false,2,3284.671,Winter,14,27.31,Cold,6,32842.31,2010
2010-02-05 00:00:00,1,0,false,2,3503.506,Winter,2,40.19,Moderate,6,35034.06,2010
2010-02-05 00:00:00,1,0,false,2,3872.602,Winter,4,43.76,Moderate,6,38724.42,2010
2010-02-05 00:00:00,1,0,false,2,4021.004,Winter,10,54.34,Moderate,6,40212.84,2010
2010-02-05 00:00:00,1,0,false,2,4601.851,Winter,20,25.92,Cold,6,46021.21,2010
2010-02-05 00:00:00,1,0,false,2,4676.13,Winter,13,31.53,Moderate,6,46761.9,2010
2010-02-05 00:00:00,1,0,false,2,645.358,Winter,3,45.71,Moderate,6,6453.58,2010
2010-02-05 00:00:00,1,0,false,2,647.916,Winter,43,47.31,Moderate,6,6476.76,2010
2010-02-05 00:00:00,1,0,false,2,673.408,Winter,38,49.47,Moderate,6,6732.38,2010
2010-02-05 00:00:00,1,0,false,2,687.15,Winter,44,31.53,Moderate,6,6871.2,2010
2010-02-05 00:00:00,1,0,false,2,897.367,Winter,7,10.53,Cold,6,8970.97,2010
2010-02-05 00:00:00,1,0,false,2,932.009,Winter,5,39.7,Moderate,6,9323.89,2010
2010-02-05 00:00:00,2,0,false,2,1195.915,Winter,5,39.7,Moderate,6,11955.45,2010
2010-02-05 00:00:00,2,0,false,2,12395.318,Winter,10,54.34,Moderate,6,123952.48,2010
2010-02-05 00:00:00,2,0,false,2,1274.316,Winter,30,39.05,Moderate,6,12745.86,2010
2010-02-05 00:00:00,2,0,false,2,1498.804,Winter,42,54.34,Moderate,6,14983.84,2010
2010-02-05 00:00:00,2,0,false,2,1560.175,Winter,36,45.97,Moderate,6,15606.15,2010
2010-02-05 00:00:00,2,0,false,2,1611.642,Winter,37,45.97,Moderate,6,16121.22,2010
2010-02-05 00:00:00,2,0,false,2,1756.532,Winter,3,45.71,Moderate,6,17566.72,2010
2010-02-05 00:00:00,2,0,false,2,2113.233,Winter,7,10.53,Cold,6,21129.93,2010
2010-02-05 00:00:00,2,0,false,2,2248.599,Winter,16,19.79,Cold,6,22483.89,2010
2010-02-05 00:00:00,2,0,false,2,2272.01,Winter,43,47.31,Moderate,6,22720.1,2010
2010-02-05 00:00:00,2,0,false,2,2381.808,Winter,29,24.36,Cold,6,23816.58,2010
2010-02-05 00:00:00,2,0,false,2,2491.394,Winter,9,38.01,Moderate,6,24917.84,2010
2010-02-05 00:00:00,2,0,false,2,2568.412,Winter,26,9.55,Cold,6,25684.32,2010
2010-02-05 00:00:00,2,0,false,2,2709.048,Winter,40,14.48,Cold,6,27089.38,2010
2010-02-05 00:00:00,2,0,false,2,2717.615,Winter,15,19.83,Cold,6,27179.85,2010
2010-02-05 00:00:00,2,0,false,2,3480.034,Winter,25,21.1,Cold,6,34805.34,2010
2010-02-05 00:00:00,2,0,false,2,3535.996,Winter,34,35.44,Moderate,6,35359.86,2010
2010-02-05 00:00:00,2,0,false,2,3754.56,Winter,8,34.14,Moderate,6,37550.1,2010
2010-02-05 00:00:00,2,0,false,2,3765.536,Winter,17,23.11,Cold,6,37655.46,2010
2010-02-05 00:00:00,2,0,false,2,3821.241,Winter,45,27.31,Cold,6,38214.01,2010
2010-02-05 00:00:00,2,0,false,2,3920.424,Winter,24,22.43,Cold,6,39205.74,2010
2010-02-05 00:00:00,2,0,false,2,4387.876,Winter,41,30.27,Moderate,6,43875.06,2010
2010-02-05 00:00:00,2,0,false,2,4625.947,Winter,21,39.05,Moderate,6,46257.97,2010
2010-02-05 00:00:00,2,0,false,2,4736.624,Winter,32,34.43,Moderate,6,47365.84,2010
2010-02-05 00:00:00,2,0,false,2,5060.487,Winter,1,42.31,Moderate,6,50605.27,2010
2010-02-05 00:00:00,2,0,false,2,5081.474,Winter,6,40.43,Moderate,6,50810.04,2010
2010-02-05 00:00:00,2,0,false,2,5133.174,Winter,22,24.36,Cold,6,51334.84,2010
2010-02-05 00:00:00,2,0,false,2,5214.26,Winter,19,20.96,Cold,6,52144.5,2010
2010-02-05 00:00:00,2,0,false,2,5236.194,Winter,39,44.3,Moderate,6,52359.34,2010
2010-02-05 00:00:00,2,0,false,2,5751.945,Winter,35,27.19,Cold,6,57523.15,2010
2010-02-05 00:00:00,2,0,false,2,5898.148,Winter,31,39.05,Moderate,6,58982.08,2010
2010-02-05 00:00:00,2,0,false,2,6072.308,Winter,11,46.04,Moderate,6,60722.98,2010
2010-02-05 00:00:00,2,0,false,2,6721.946,Winter,23,15.25,Cold,6,67221.26,2010
2010-02-05 00:00:00,2,0,false,2,6781.013,Winter,18,21.33,Cold,6,67807.23,2010
2010-02-05 00:00:00,2,0,false,2,679.579,Winter,33,58.4,Moderate,6,6791.89,2010
2010-02-05 00:00:00,2,0,false,2,6829.265,Winter,28,49.47,Moderate,6,68292.15,2010
2010-02-05 00:00:00,2,0,false,2,7402.218,Winter,12,49.47,Moderate,6,74025.68,2010
2010-02-05 00:00:00,2,0,false,2,7466.586,Winter,2,40.19,Moderate,6,74661.16,2010
2010-02-05 00:00:00,2,0,false,2,7527.647,Winter,13,31.53,Moderate,6,75275.87,2010
2010-02-05 00:00:00,2,0,false,2,7764.369,Winter,27,27.19,Cold,6,77641.29,2010
2010-02-05 00:00:00,2,0,false,2,857.803,Winter,44,31.53,Moderate,6,8577.33,2010
2010-02-05 00:00:00,2,0,false,2,8581.569,Winter,20,25.92,Cold,6,85812.69,2010
2010-02-05 00:00:00,2,0,false,2,8791.332,Winter,14,27.31,Cold,6,87917.02,2010
2010-02-05 00:00:00,2,0,false,2,9148.094,Winter,4,43.76,Moderate,6,91481.24,2010
2010-02-05 00:00:00,2,0,false,2,960.299,Winter,38,49.47,Moderate,6,9601.89,2010
2010-02-05 00:00:00,3,0,false,2,1.046,Winter,36,45.97,Moderate,6,12.86,2010
2010-02-05 00:00:00,3,0,false,2,102.456,Winter,42,54.34,Moderate,6,1027.16,2010
2010-02-05 00:00:00,3,0,false,2,103.858,Winter,43,47.31,Moderate,6,1039.38,2010
2010-02-05 00:00:00,3,0,false,2,104.978,Winter,30,39.05,Moderate,6,1052.98,2010
2010-02-05 00:00:00,3,0,false,2,1043.548,Winter,24,22.43,Cold,6,10434.68,2010
2010-02-05 00:00:00,3,0,false,2,1046.691,Winter,31,39.05,Moderate,6,10468.51,2010
2010-02-05 00:00:00,3,0,false,2,1048.504,Winter,8,34.14,Moderate,6,10483.04,2010
2010-02-05 00:00:00,3,0,false,2,1097.634,Winter,41,30.27,Moderate,6,10981.14,2010
2010-02-05 00:00:00,3,0,false,2,1109.989,Winter,25,21.1,Cold,6,11095.59,2010
2010-02-05 00:00:00,3,0,false,2,1110.964,Winter,22,24.36,Cold,6,11113.54,2010
2010-02-05 00:00:00,3,0,false,2,1136.763,Winter,21,39.05,Moderate,6,11370.03,2010
2010-02-05 00:00:00,3,0,false,2,1156.706,Winter,32,34.43,Moderate,6,11563.16,2010
2010-02-05 00:00:00,3,0,false,2,1331.046,Winter,39,44.3,Moderate,6,13308.76,2010
2010-02-05 00:00:00,3,0,false,2,1374.322,Winter,1,42.31,Moderate,6,13740.12,2010
2010-02-05 00:00:00,3,0,false,2,1387.941,Winter,28,49.47,Moderate,6,13879.91,2010
2010-02-05 00:00:00,3,0,false,2,143.209,Winter,37,45.97,Moderate,6,1434.29,2010
2010-02-05 00:00:00,3,0,false,2,1461.069,Winter,35,27.19,Cold,6,14612.19,2010
2010-02-05 00:00:00,3,0,false,2,1482.78,Winter,6,40.43,Moderate,6,14831,2010
2010-02-05 00:00:00,3,0,false,2,1554.875,Winter,17,23.11,Cold,6,15548.65,2010
2010-02-05 00:00:00,3,0,false,2,1593.049,Winter,20,25.92,Cold,6,15933.49,2010
2010-02-05 00:00:00,3,0,false,2,1614.805,Winter,18,21.33,Cold,6,16150.95,2010
2010-02-05 00:00:00,3,0,false,2,1616.452,Winter,4,43.76,Moderate,6,16166.02,2010
2010-02-05 00:00:00,3,0,false,2,1687.12,Winter,2,40.19,Moderate,6,16873.2,2010
2010-02-05 00:00:00,3,0,false,2,1695.708,Winter,12,49.47,Moderate,6,16960.68,2010
2010-02-05 00:00:00,3,0,false,2,1795.519,Winter,11,46.04,Moderate,6,17951.49,2010
2010-02-05 00:00:00,3,0,false,2,1821.223,Winter,19,20.96,Cold,6,18215.03,2010
2010-02-05 00:00:00,3,0,false,2,1834.259,Winter,27,27.19,Cold,6,18338.29,2010
2010-02-05 00:00:00,3,0,false,2,1849.02,Winter,14,27.31,Cold,6,18487.9,2010
2010-02-05 00:00:00,3,0,false,2,1912.863,Winter,23,15.25,Cold,6,19124.33,2010
2010-02-05 00:00:00,3,0,false,2,2194.612,Winter,13,31.53,Moderate,6,21946.62,2010
2010-02-05 00:00:00,3,0,false,2,3017.176,Winter,10,54.34,Moderate,6,30175.46,2010
2010-02-05 00:00:00,3,0,false,2,4.202,Winter,33,58.4,Moderate,6,46.92,2010
2010-02-05 00:00:00,3,0,false,2,419.03,Winter,5,39.7,Moderate,6,4190.2,2010
2010-02-05 00:00:00,3,0,false,2,471.379,Winter,3,45.71,Moderate,6,4710.29,2010
2010-02-05 00:00:00,3,0,false,2,58.913,Winter,44,31.53,Moderate,6,584.93,2010
2010-02-05 00:00:00,3,0,false,2,626.924,Winter,40,14.48,Cold,6,6269.14,2010
2010-02-05 00:00:00,3,0,false,2,673.587,Winter,9,38.01,Moderate,6,6733.37,2010
2010-02-05 00:00:00,3,0,false,2,69.773,Winter,38,49.47,Moderate,6,701.23,2010
2010-02-05 00:00:00,3,0,false,2,695.59,Winter,7,10.53,Cold,6,6958,2010
2010-02-05 00:00:00,3,0,false,2,715.54,Winter,26,9.55,Cold,6,7159.3,2010
2010-02-05 00:00:00,3,0,false,2,767.133,Winter,29,24.36,Cold,6,7669.53,2010
2010-02-05 00:00:00,3,0,false,2,812.471,Winter,34,35.44,Moderate,6,8123.71,2010
2010-02-05 00:00:00,3,0,false,2,827.486,Winter,16,19.79,Cold,6,8278.26,2010
2010-02-05 00:00:00,3,0,false,2,913.355,Winter,45,27.31,Cold,6,9129.15,2010
2010-02-05 00:00:00,3,0,false,2,949.702,Winter,15,19.83,Cold,6,9494.42,2010
2010-02-05 00:00:00,4,0,false,2,1169.121,Winter,15,19.83,Cold,6,11694.61,2010
2010-02-05 00:00:00,4,0,false,2,1307.469,Winter,36,45.97,Moderate,6,13071.49,2010
2010-02-05 00:00:00,4,0,false,2,1326.874,Winter,29,24.36,Cold,6,13267.94,2010
2010-02-05 00:00:00,4,0,false,2,1342.323,Winter,7,10.53,Cold,6,13418.73,2010
2010-02-05 00:00:00,4,0,false,2,1405.724,Winter,30,39.05,Moderate,6,14058.94,2010
2010-02-05 00:00:00,4,0,false,2,1432.021,Winter,16,19.79,Cold,6,14319.11,2010
2010-02-05 00:00:00,4,0,false,2,1452.525,Winter,42,54.34,Moderate,6,14521.55,2010
2010-02-05 00:00:00,4,0,false,2,1737.234,Winter,37,45.97,Moderate,6,17373.04,2010
2010-02-05 00:00:00,4,0,false,2,1748.41,Winter,9,38.01,Moderate,6,17483.9,2010
2010-02-05 00:00:00,4,0,false,2,1969.563,Winter,25,21.1,Cold,6,19697.53,2010
2010-02-05 00:00:00,4,0,false,2,2001.96,Winter,43,47.31,Moderate,6,20017.8,2010
2010-02-05 00:00:00,4,0,false,2,2025.912,Winter,34,35.44,Moderate,6,20259.72,2010
2010-02-05 00:00:00,4,0,false,2,2065.842,Winter,21,39.05,Moderate,6,20656.62,2010
2010-02-05 00:00:00,4,0,false,2,2098.153,Winter,17,23.11,Cold,6,20984.53,2010
2010-02-05 00:00:00,4,0,false,2,2175.946,Winter,8,34.14,Moderate,6,21759.76,2010
2010-02-05 00:00:00,4,0,false,2,2390.694,Winter,40,14.48,Cold,6,23906.14,2010
2010-02-05 00:00:00,4,0,false,2,2464.33,Winter,26,9.55,Cold,6,24639.6,2010
2010-02-05 00:00:00,4,0,false,2,2566.87,Winter,41,30.27,Moderate,6,25669.7,2010
2010-02-05 00:00:00,4,0,false,2,2632.125,Winter,35,27.19,Cold,6,26323.15,2010
2010-02-05 00:00:00,4,0,false,2,2645.628,Winter,23,15.25,Cold,6,26458.18,2010
2010-02-05 00:00:00,4,0,false,2,2718.913,Winter,32,34.43,Moderate,6,27185.43,2010
2010-02-05 00:00:00,4,0,false,2,2763.454,Winter,12,49.47,Moderate,6,27630.54,2010
2010-02-05 00:00:00,4,0,false,2,2834.253,Winter,24,22.43,Cold,6,28346.73,2010
2010-02-05 00:00:00,4,0,false,2,2876.606,Winter,45,27.31,Cold,6,28764.16,2010
2010-02-05 00:00:00,4,0,false,2,2926.284,Winter,18,21.33,Cold,6,29263.04,2010
2010-02-05 00:00:00,4,0,false,2,3117.2,Winter,11,46.04,Moderate,6,31175.1,2010
2010-02-05 00:00:00,4,0,false,2,3159.144,Winter,19,20.96,Cold,6,31589.44,2010
2010-02-05 00:00:00,4,0,false,2,3275.776,Winter,22,24.36,Cold,6,32754.56,2010
2010-02-05 00:00:00,4,0,false,2,3306.055,Winter,28,49.47,Moderate,6,33057.95,2010
2010-02-05 00:00:00,4,0,false,2,3378.116,Winter,31,39.05,Moderate,6,33778.26,2010
2010-02-05 00:00:00,4,0,false,2,3519.617,Winter,6,40.43,Moderate,6,35192.87,2010
2010-02-05 00:00:00,4,0,false,2,3823.102,Winter,39,44.3,Moderate,6,38229.52,2010
2010-02-05 00:00:00,4,0,false,2,3994.944,Winter,1,42.31,Moderate,6,39954.04,2010
2010-02-05 00:00:00,4,0,false,2,4247.798,Winter,13,31.53,Moderate,6,42482.68,2010
2010-02-05 00:00:00,4,0,false,2,4391.81,Winter,27,27.19,Cold,6,43921.8,2010
2010-02-05 00:00:00,4,0,false,2,4768.096,Winter,2,40.19,Moderate,6,47681.96,2010
2010-02-05 00:00:00,4,0,false,2,5188.246,Winter,10,54.34,Moderate,6,51885.86,2010
2010-02-05 00:00:00,4,0,false,2,5652.348,Winter,20,25.92,Cold,6,56524.58,2010
2010-02-05 00:00:00,4,0,false,2,5955.867,Winter,4,43.76,Moderate,6,59554.57,2010
2010-02-05 00:00:00,4,0,false,2,650.868,Winter,33,58.4,Moderate,6,6510.88,2010
2010-02-05 00:00:00,4,0,false,2,651.845,Winter,44,31.53,Moderate,6,6516.95,2010
2010-02-05 00:00:00,4,0,false,2,6691.272,Winter,14,27.31,Cold,6,66912.92,2010
2010-02-05 00:00:00,4,0,false,2,849.34,Winter,3,45.71,Moderate,6,8495.1,2010
2010-02-05 00:00:00,4,0,false,2,928.166,Winter,5,39.7,Moderate,6,9282.86,2010
2010-02-05 00:00:00,4,0,false,2,953.183,Winter,38,49.47,Moderate,6,9527.93,2010
2010-02-05 00:00:00,5,0,false,2,0.91,Winter,36,45.97,Moderate,6,7,2010
2010-02-05 00:00:00,5,0,false,2,1093.498,Winter,5,39.7,Moderate,6,10934.88,2010
2010-02-05 00:00:00,5,0,false,2,1329.44,Winter,16,19.79,Cold,6,13295.8,2010
2010-02-05 00:00:00,5,0,false,2,1346.036,Winter,7,10.53,Cold,6,13463.36,2010
2010-02-05 00:00:00,5,0,false,2,1505.218,Winter,3,45.71,Moderate,6,15051.48,2010
2010-02-05 00:00:00,5,0,false,2,1551.181,Winter,25,21.1,Cold,6,15513.71,2010
2010-02-05 00:00:00,5,0,false,2,1555.078,Winter,29,24.36,Cold,6,15552.08,2010
2010-02-05 00:00:00,5,0,false,2,1811.078,Winter,32,34.43,Moderate,6,18110.48,2010
2010-02-05 00:00:00,5,0,false,2,1883.881,Winter,45,27.31,Cold,6,18843.61,2010
2010-02-05 00:00:00,5,0,false,2,1885.103,Winter,15,19.83,Cold,6,18851.63,2010
2010-02-05 00:00:00,5,0,false,2,2.64,Winter,43,47.31,Moderate,6,25,2010
2010-02-05 00:00:00,5,0,false,2,2047.373,Winter,9,38.01,Moderate,6,20476.63,2010
2010-02-05 00:00:00,5,0,false,2,2053.209,Winter,17,23.11,Cold,6,20535.19,2010
2010-02-05 00:00:00,5,0,false,2,2067.212,Winter,40,14.48,Cold,6,20669.72,2010
2010-02-05 00:00:00,5,0,false,2,2075.554,Winter,21,39.05,Moderate,6,20755.54,2010
2010-02-05 00:00:00,5,0,false,2,2187.276,Winter,34,35.44,Moderate,6,21875.66,2010
2010-02-05 00:00:00,5,0,false,2,2189.871,Winter,22,24.36,Cold,6,21893.91,2010
2010-02-05 00:00:00,5,0,false,2,2208.423,Winter,39,44.3,Moderate,6,22081.23,2010
2010-02-05 00:00:00,5,0,false,2,2230.706,Winter,41,30.27,Moderate,6,22308.26,2010
2010-02-05 00:00:00,5,0,false,2,2286.229,Winter,31,39.05,Moderate,6,22864.39,2010
2010-02-05 00:00:00,5,0,false,2,2303.237,Winter,26,9.55,Cold,6,23028.87,2010
2010-02-05 00:00:00,5,0,false,2,2387.714,Winter,8,34.14,Moderate,6,23880.84,2010
2010-02-05 00:00:00,5,0,false,2,3036.343,Winter,27,27.19,Cold,6,30363.63,2010
2010-02-05 00:00:00,5,0,false,2,31.89,Winter,30,39.05,Moderate,6,318,2010
2010-02-05 00:00:00,5,0,false,2,32.934,Winter,38,49.47,Moderate,6,326.84,2010
2010-02-05 00:00:00,5,0,false,2,3222.548,Winter,1,42.31,Moderate,6,32229.38,2010
2010-02-05 00:00:00,5,0,false,2,34.97,Winter,33,58.4,Moderate,6,345,2010
2010-02-05 00:00:00,5,0,false,2,3402.675,Winter,2,40.19,Moderate,6,34025.45,2010
2010-02-05 00:00:00,5,0,false,2,3412.139,Winter,18,21.33,Cold,6,34116.49,2010
2010-02-05 00:00:00,5,0,false,2,3482.841,Winter,24,22.43,Cold,6,34825.51,2010
2010-02-05 00:00:00,5,0,false,2,3641.813,Winter,35,27.19,Cold,6,36414.63,2010
2010-02-05 00:00:00,5,0,false,2,3688.729,Winter,19,20.96,Cold,6,36887.69,2010
2010-02-05 00:00:00,5,0,false,2,4042.565,Winter,28,49.47,Moderate,6,40428.55,2010
2010-02-05 00:00:00,5,0,false,2,4055.604,Winter,12,49.47,Moderate,6,40553.44,2010
2010-02-05 00:00:00,5,0,false,2,4161.239,Winter,6,40.43,Moderate,6,41607.89,2010
2010-02-05 00:00:00,5,0,false,2,4496.66,Winter,11,46.04,Moderate,6,44961.8,2010
2010-02-05 00:00:00,5,0,false,2,4558.801,Winter,23,15.25,Cold,6,45586.61,2010
2010-02-05 00:00:00,5,0,false,2,4804.262,Winter,14,27.31,Cold,6,48040.92,2010
2010-02-05 00:00:00,5,0,false,2,4859.885,Winter,4,43.76,Moderate,6,48602.55,2010
2010-02-05 00:00:00,5,0,false,2,5309.36,Winter,13,31.53,Moderate,6,53089.8,2010
2010-02-05 00:00:00,5,0,false,2,5653.442,Winter,20,25.92,Cold,6,56536.02,2010
2010-02-05 00:00:00,5,0,false,2,71.026,Winter,37,45.97,Moderate,6,707.56,2010
2010-02-05 00:00:00,5,0,false,2,7529.721,Winter,10,54.34,Moderate,6,75297.91,2010
2010-02-05 00:00:00,5,0,false,2,81.42,Winter,44,31.53,Moderate,6,819,2010
2010-02-05 00:00:00,5,0,false,2,85.15,Winter,42,54.34,Moderate,6,848.6,2010
2010-02-05 00:00:00,6,0,false,2,0.264,Winter,30,39.05,Moderate,6,4.64,2010
2010-02-05 00:00:00,6,0,false,2,1.788,Winter,38,49.47,Moderate,6,14.18,2010
2010-02-05 00:00:00,6,0,false,2,1021.437,Winter,4,43.76,Moderate,6,10216.17,2010
2010-02-05 00:00:00,6,0,false,2,1144.101,Winter,35,27.19,Cold,6,11437.81,2010
2010-02-05 00:00:00,6,0,false,2,137.555,Winter,5,39.7,Moderate,6,1373.45,2010
2010-02-05 00:00:00,6,0,false,2,1483.747,Winter,10,54.34,Moderate,6,14833.87,2010
2010-02-05 00:00:00,6,0,false,2,2.07,Winter,43,47.31,Moderate,6,25.5,2010
2010-02-05 00:00:00,6,0,false,2,2.342,Winter,37,45.97,Moderate,6,26.62,2010
2010-02-05 00:00:00,6,0,false,2,218.293,Winter,3,45.71,Moderate,6,2181.93,2010
2010-02-05 00:00:00,6,0,false,2,231.385,Winter,9,38.01,Moderate,6,2314.75,2010
2010-02-05 00:00:00,6,0,false,2,257.122,Winter,32,34.43,Moderate,6,2575.02,2010
2010-02-05 00:00:00,6,0,false,2,270.291,Winter,34,35.44,Moderate,6,2707.31,2010
2010-02-05 00:00:00,6,0,false,2,319.912,Winter,29,24.36,Cold,6,3200.22,2010
2010-02-05 00:00:00,6,0,false,2,325.579,Winter,45,27.31,Cold,6,3252.19,2010
2010-02-05 00:00:00,6,0,false,2,325.727,Winter,25,21.1,Cold,6,3260.57,2010
2010-02-05 00:00:00,6,0,false,2,357.241,Winter,39,44.3,Moderate,6,3569.91,2010
2010-02-05 00:00:00,6,0,false,2,363.246,Winter,40,14.48,Cold,6,3634.06,2010
2010-02-05 00:00:00,6,0,false,2,377.368,Winter,17,23.11,Cold,6,3775.38,2010
2010-02-05 00:00:00,6,0,false,2,378.473,Winter,21,39.05,Moderate,6,3789.23,2010
2010-02-05 00:00:00,6,0,false,2,386.757,Winter,24,22.43,Cold,6,3871.57,2010
2010-02-05 00:00:00,6,0,false,2,397.943,Winter,26,9.55,Cold,6,3981.63,2010
2010-02-05 00:00:00,6,0,false,2,410.797,Winter,8,34.14,Moderate,6,4104.97,2010
2010-02-05 00:00:00,6,0,false,2,416.149,Winter,41,30.27,Moderate,6,4163.09,2010
2010-02-05 00:00:00,6,0,false,2,442.017,Winter,31,39.05,Moderate,6,4423.87,2010
2010-02-05 00:00:00,6,0,false,2,450.584,Winter,16,19.79,Cold,6,4501.74,2010
2010-02-05 00:00:00,6,0,false,2,496.932,Winter,15,19.83,Cold,6,4966.12,2010
2010-02-05 00:00:00,6,0,false,2,537.721,Winter,22,24.36,Cold,6,5377.41,2010
2010-02-05 00:00:00,6,0,false,2,554.848,Winter,7,10.53,Cold,6,5546.98,2010
2010-02-05 00:00:00,6,0,false,2,574.473,Winter,1,42.31,Moderate,6,5749.03,2010
2010-02-05 00:00:00,6,0,false,2,587.884,Winter,18,21.33,Cold,6,5883.54,2010
2010-02-05 00:00:00,6,0,false,2,592.671,Winter,12,49.47,Moderate,6,5926.11,2010
2010-02-05 00:00:00,6,0,false,2,6.239,Winter,44,31.53,Moderate,6,64.39,2010
2010-02-05 00:00:00,6,0,false,2,604.513,Winter,27,27.19,Cold,6,6045.13,2010
2010-02-05 00:00:00,6,0,false,2,628.54,Winter,28,49.47,Moderate,6,6287.7,2010
2010-02-05 00:00:00,6,0,false,2,676.934,Winter,19,20.96,Cold,6,6771.64,2010
2010-02-05 00:00:00,6,0,false,2,700.742,Winter,13,31.53,Moderate,6,7008.52,2010
2010-02-05 00:00:00,6,0,false,2,721.626,Winter,11,46.04,Moderate,6,7220.76,2010
2010-02-05 00:00:00,6,0,false,2,746.834,Winter,2,40.19,Moderate,6,7472.24,2010
2010-02-05 00:00:00,6,0,false,2,830.59,Winter,6,40.43,Moderate,6,8301.2,2010
2010-02-05 00:00:00,6,0,false,2,893.721,Winter,20,25.92,Cold,6,8940.41,2010
2010-02-05 00:00:00,6,0,false,2,898.753,Winter,14,27.31,Cold,6,8992.23,2010
2010-02-05 00:00:00,6,0,false,2,900.019,Winter,23,15.25,Cold,6,9000.19,2010
2010-02-05 00:00:00,7,0,false,2,1082.015,Winter,29,24.36,Cold,6,10820.05,2010
2010-02-05 00:00:00,7,0,false,2,1127.482,Winter,9,38.01,Moderate,6,11270.52,2010
2010-02-05 00:00:00,7,0,false,2,1142.375,Winter,25,21.1,Cold,6,11419.75,2010
2010-02-05 00:00:00,7,0,false,2,1149.821,Winter,17,23.11,Cold,6,11501.61,2010
2010-02-05 00:00:00,7,0,false,2,1251.717,Winter,34,35.44,Moderate,6,12513.47,2010
2010-02-05 00:00:00,7,0,false,2,1311.907,Winter,26,9.55,Cold,6,13121.67,2010
2010-02-05 00:00:00,7,0,false,2,1342.683,Winter,31,39.05,Moderate,6,13422.33,2010
2010-02-05 00:00:00,7,0,false,2,1400.157,Winter,40,14.48,Cold,6,13996.67,2010
2010-02-05 00:00:00,7,0,false,2,1474.823,Winter,45,27.31,Cold,6,14744.03,2010
