Year,Quarter,Month,Day,Sum of Dept,IsHoliday,Sum of Month_Num,Price,Season,Store,Sum of Week_Num,Sum of Weekly_Sales,Sum of Year
2010,Qtr 1,February,5,38,false,2,10021.427,Winter,6,6,100213.47,2010
2010,Qtr 1,February,5,17,false,2,1003.265,Winter,31,6,10034.55,2010
2010,Qtr 1,February,5,41,false,2,101.013,Winter,1,6,1011.83,2010
2010,Qtr 1,February,5,56,false,2,101.68,Winter,40,6,1020.2,2010
2010,Qtr 1,February,5,44,false,2,1012.802,Winter,20,6,10130.02,2010
2010,Qtr 1,February,5,92,false,2,10139.795,Winter,39,6,101393.65,2010
2010,Qtr 1,February,5,98,false,2,1014.082,Winter,31,6,10141.32,2010
2010,Qtr 1,February,5,55,false,2,1015.076,Winter,41,6,10154.96,2010
2010,Qtr 1,February,5,67,false,2,1015.736,Winter,32,6,10157.56,2010
2010,Qtr 1,February,5,97,false,2,1015.89,Winter,38,6,10159.7,2010
2010,Qtr 1,February,5,1,false,2,1015.967,Winter,30,6,10158.77,2010
2010,Qtr 1,February,5,17,false,2,1017.49,Winter,29,6,10178.7,2010
2010,Qtr 1,February,5,29,false,2,1017.824,Winter,35,6,10177.34,2010
2010,Qtr 1,February,5,80,false,2,1019.953,Winter,33,6,10203.03,2010
2010,Qtr 1,February,5,10,false,2,1019.975,Winter,16,6,10204.05,2010
2010,Qtr 1,February,5,54,false,2,102.64,Winter,11,6,1030,2010
2010,Qtr 1,February,5,60,false,2,102.81,Winter,32,6,1029.6,2010
2010,Qtr 1,February,5,24,false,2,1020.836,Winter,28,6,10204.96,2010
2010,Qtr 1,February,5,29,false,2,1020.97,Winter,20,6,10209,2010
2010,Qtr 1,February,5,74,false,2,1021.526,Winter,17,6,10218.96,2010
2010,Qtr 1,February,5,16,false,2,1021.785,Winter,1,6,10217.55,2010
2010,Qtr 1,February,5,6,false,2,1021.927,Winter,4,6,10216.17,2010
2010,Qtr 1,February,5,23,false,2,1027.95,Winter,3,6,10280.8,2010
2010,Qtr 1,February,5,81,false,2,1028.003,Winter,23,6,10280.33,2010
2010,Qtr 1,February,5,59,false,2,103.044,Winter,19,6,1026.24,2010
2010,Qtr 1,February,5,3,false,2,103.196,Winter,42,6,1027.16,2010
2010,Qtr 1,February,5,48,false,2,103.61,Winter,34,6,1041,2010
2010,Qtr 1,February,5,85,false,2,103.633,Winter,7,6,1032.13,2010
2010,Qtr 1,February,5,3,false,2,103.988,Winter,43,6,1039.38,2010
2010,Qtr 1,February,5,95,false,2,10308.151,Winter,19,6,103077.21,2010
2010,Qtr 1,February,5,29,false,2,1032.133,Winter,2,6,10322.43,2010
2010,Qtr 1,February,5,33,false,2,1032.477,Winter,28,6,10327.77,2010
2010,Qtr 1,February,5,92,false,2,10340.735,Winter,32,6,103403.45,2010
2010,Qtr 1,February,5,72,false,2,10358.83,Winter,19,6,103593,2010
2010,Qtr 1,February,5,12,false,2,1036.226,Winter,10,6,10365.86,2010
2010,Qtr 1,February,5,33,false,2,1037.15,Winter,23,6,10369.1,2010
2010,Qtr 1,February,5,93,false,2,10382.622,Winter,14,6,103827.72,2010
2010,Qtr 1,February,5,10,false,2,1039.614,Winter,41,6,10397.54,2010
2010,Qtr 1,February,5,55,false,2,1040.707,Winter,34,6,10405.07,2010
2010,Qtr 1,February,5,10,false,2,1041.323,Winter,39,6,10416.43,2010
2010,Qtr 1,February,5,34,false,2,1041.98,Winter,29,6,10418.5,2010
2010,Qtr 1,February,5,1,false,2,1042.377,Winter,42,6,10425.77,2010
2010,Qtr 1,February,5,3,false,2,1042.988,Winter,24,6,10434.68,2010
2010,Qtr 1,February,5,16,false,2,1043.825,Winter,14,6,10433.45,2010
2010,Qtr 1,February,5,72,false,2,10439.944,Winter,23,6,104395.84,2010
2010,Qtr 1,February,5,24,false,2,1044.156,Winter,18,6,10441.16,2010
2010,Qtr 1,February,5,17,false,2,1045.615,Winter,25,6,10460.55,2010
2010,Qtr 1,February,5,3,false,2,1047.011,Winter,31,6,10468.51,2010
2010,Qtr 1,February,5,32,false,2,1047.132,Winter,35,6,10472.62,2010
2010,Qtr 1,February,5,33,false,2,1047.867,Winter,27,6,10478.37,2010
2010,Qtr 1,February,5,3,false,2,1048.744,Winter,8,6,10483.04,2010
2010,Qtr 1,February,5,24,false,2,1049.708,Winter,20,6,10496.98,2010
2010,Qtr 1,February,5,49,false,2,1049.791,Winter,21,6,10501.61,2010
2010,Qtr 1,February,5,52,false,2,105.152,Winter,29,6,1050.92,2010
2010,Qtr 1,February,5,28,false,2,105.436,Winter,20,6,1058.36,2010
2010,Qtr 1,February,5,3,false,2,105.538,Winter,30,6,1052.98,2010
2010,Qtr 1,February,5,16,false,2,105.883,Winter,42,6,1057.53,2010
2010,Qtr 1,February,5,27,false,2,105.97,Winter,34,6,1064.5,2010
2010,Qtr 1,February,5,55,false,2,1050.082,Winter,17,6,10502.02,2010
2010,Qtr 1,February,5,55,false,2,1050.22,Winter,21,6,10500.2,2010
2010,Qtr 1,February,5,81,false,2,1050.674,Winter,38,6,10502.84,2010
2010,Qtr 1,February,5,18,false,2,1050.805,Winter,4,6,10503.75,2010
2010,Qtr 1,February,5,34,false,2,1051.93,Winter,41,6,10514.5,2010
2010,Qtr 1,February,5,82,false,2,1052.299,Winter,26,6,10522.39,2010
2010,Qtr 1,February,5,44,false,2,1054.144,Winter,23,6,10543.74,2010
2010,Qtr 1,February,5,87,false,2,1054.158,Winter,5,6,10543.08,2010
2010,Qtr 1,February,5,71,false,2,1055.2,Winter,21,6,10553.1,2010
2010,Qtr 1,February,5,82,false,2,1056.38,Winter,35,6,10562.2,2010
2010,Qtr 1,February,5,9,false,2,1057.687,Winter,34,6,10578.07,2010
2010,Qtr 1,February,5,34,false,2,1057.87,Winter,32,6,10574,2010
2010,Qtr 1,February,5,96,false,2,1058.02,Winter,10,6,10576,2010
2010,Qtr 1,February,5,25,false,2,1058.09,Winter,19,6,10577.7,2010
2010,Qtr 1,February,5,14,false,2,106.159,Winter,33,6,1058.69,2010
2010,Qtr 1,February,5,28,false,2,106.525,Winter,35,6,1063.15,2010
2010,Qtr 1,February,5,18,false,2,106.64,Winter,7,6,1062,2010
2010,Qtr 1,February,5,58,false,2,106.69,Winter,45,6,1070,2010
2010,Qtr 1,February,5,32,false,2,1060.847,Winter,18,6,10609.27,2010
2010,Qtr 1,February,5,11,false,2,1061.736,Winter,25,6,10613.96,2010
2010,Qtr 1,February,5,90,false,2,10621.814,Winter,2,6,106222.74,2010
2010,Qtr 1,February,5,17,false,2,1063.724,Winter,17,6,10642.14,2010
2010,Qtr 1,February,5,9,false,2,1063.929,Winter,40,6,10636.39,2010
2010,Qtr 1,February,5,20,false,2,1066.038,Winter,27,6,10665.18,2010
2010,Qtr 1,February,5,95,false,2,10669.296,Winter,1,6,106690.06,2010
2010,Qtr 1,February,5,26,false,2,1067.084,Winter,6,6,10668.54,2010
2010,Qtr 1,February,5,91,false,2,1068.541,Winter,25,6,10688.51,2010
2010,Qtr 1,February,5,83,false,2,107.164,Winter,29,6,1076.54,2010
2010,Qtr 1,February,5,31,false,2,107.91,Winter,16,6,1078,2010
2010,Qtr 1,February,5,28,false,2,107.969,Winter,21,6,1083.29,2010
2010,Qtr 1,February,5,80,false,2,1071.848,Winter,34,6,10714.78,2010
2010,Qtr 1,February,5,14,false,2,1072.77,Winter,29,6,10724.7,2010
2010,Qtr 1,February,5,72,false,2,10766.115,Winter,28,6,107659.55,2010
2010,Qtr 1,February,5,9,false,2,1077.375,Winter,24,6,10778.15,2010
2010,Qtr 1,February,5,80,false,2,1078.037,Winter,37,6,10781.77,2010
2010,Qtr 1,February,5,23,false,2,1078.772,Winter,26,6,10789.52,2010
2010,Qtr 1,February,5,20,false,2,1078.916,Winter,28,6,10789.16,2010
2010,Qtr 1,February,5,59,false,2,108.086,Winter,25,6,1083.26,2010
2010,Qtr 1,February,5,28,false,2,108.269,Winter,1,6,1085.29,2010
2010,Qtr 1,February,5,21,false,2,1081.226,Winter,14,6,10816.16,2010
2010,Qtr 1,February,5,7,false,2,1081.505,Winter,29,6,10820.05,2010
2010,Qtr 1,February,5,98,false,2,1081.889,Winter,36,6,10819.89,2010
2010,Qtr 1,February,5,71,false,2,1082.394,Winter,31,6,10822.44,2010
2010,Qtr 1,February,5,98,false,2,1083.882,Winter,11,6,10841.32,2010
2010,Qtr 1,February,5,26,false,2,1086.822,Winter,21,6,10868.82,2010
2010,Qtr 1,February,5,26,false,2,1087,Winter,35,6,10870.4,2010
2010,Qtr 1,February,5,98,false,2,1088.857,Winter,1,6,10891.37,2010
2010,Qtr 1,February,5,31,false,2,109.142,Winter,9,6,1095.82,2010
2010,Qtr 1,February,5,59,false,2,109.23,Winter,11,6,1093.3,2010
2010,Qtr 1,February,5,50,false,2,109.51,Winter,19,6,1099,2010
2010,Qtr 1,February,5,91,false,2,10900.938,Winter,20,6,109009.28,2010
2010,Qtr 1,February,5,55,false,2,1091.818,Winter,8,6,10919.58,2010
2010,Qtr 1,February,5,5,false,2,1093.088,Winter,5,6,10934.88,2010
2010,Qtr 1,February,5,49,false,2,1096.927,Winter,15,6,10970.47,2010
2010,Qtr 1,February,5,67,false,2,1097.029,Winter,24,6,10972.29,2010
2010,Qtr 1,February,5,3,false,2,1098.104,Winter,41,6,10981.14,2010
2010,Qtr 1,February,5,54,false,2,11.03,Winter,16,6,105.5,2010
2010,Qtr 1,February,5,42,false,2,11.054,Winter,38,6,109.64,2010
2010,Qtr 1,February,5,98,false,2,11.405,Winter,21,6,118.25,2010
2010,Qtr 1,February,5,42,false,2,11.448,Winter,37,6,118.78,2010
2010,Qtr 1,February,5,85,false,2,11.466,Winter,36,6,112.36,2010
2010,Qtr 1,February,5,51,false,2,11.504,Winter,10,6,110.44,2010
2010,Qtr 1,February,5,87,false,2,11.93,Winter,44,6,114.4,2010
2010,Qtr 1,February,5,41,false,2,110.4,Winter,21,6,1108,2010
2010,Qtr 1,February,5,67,false,2,1100.814,Winter,11,6,11010.94,2010
2010,Qtr 1,February,5,44,false,2,1101.181,Winter,10,6,11009.21,2010
2010,Qtr 1,February,5,95,false,2,11083.191,Winter,28,6,110836.01,2010
2010,Qtr 1,February,5,3,false,2,1109.339,Winter,25,6,11095.59,2010
2010,Qtr 1,February,5,14,false,2,1109.348,Winter,26,6,11098.28,2010
2010,Qtr 1,February,5,91,false,2,111.123,Winter,16,6,1109.33,2010
2010,Qtr 1,February,5,32,false,2,1110.534,Winter,23,6,11101.34,2010
2010,Qtr 1,February,5,87,false,2,1110.743,Winter,15,6,11107.13,2010
2010,Qtr 1,February,5,3,false,2,1111.784,Winter,22,6,11113.54,2010
2010,Qtr 1,February,5,55,false,2,1112.296,Winter,9,6,11123.56,2010
2010,Qtr 1,February,5,92,false,2,11123.931,Winter,6,6,111241.81,2010
2010,Qtr 1,February,5,24,false,2,1115.149,Winter,4,6,11156.49,2010
2010,Qtr 1,February,5,38,false,2,11155.225,Winter,20,6,111554.95,2010
2010,Qtr 1,February,5,92,false,2,11170.437,Winter,41,6,111703.57,2010
2010,Qtr 1,February,5,90,false,2,11172.232,Winter,13,6,111718.02,2010
2010,Qtr 1,February,5,95,false,2,11177.107,Winter,31,6,111773.67,2010
2010,Qtr 1,February,5,35,false,2,112.124,Winter,39,6,1119.04,2010
2010,Qtr 1,February,5,83,false,2,112.406,Winter,45,6,1127.26,2010
2010,Qtr 1,February,5,35,false,2,112.88,Winter,41,6,1124,2010
2010,Qtr 1,February,5,72,false,2,11228.362,Winter,6,6,112279.42,2010
2010,Qtr 1,February,5,49,false,2,1124.577,Winter,14,6,11246.17,2010
2010,Qtr 1,February,5,80,false,2,1125.073,Winter,39,6,11247.03,2010
2010,Qtr 1,February,5,33,false,2,1125.248,Winter,12,6,11249.98,2010
2010,Qtr 1,February,5,20,false,2,1125.779,Winter,18,6,11255.49,2010
2010,Qtr 1,February,5,91,false,2,1125.831,Winter,18,6,11254.61,2010
2010,Qtr 1,February,5,44,false,2,1126.092,Winter,13,6,11263.12,2010
2010,Qtr 1,February,5,7,false,2,1126.772,Winter,9,6,11270.52,2010
2010,Qtr 1,February,5,1,false,2,1128.813,Winter,37,6,11283.23,2010
2010,Qtr 1,February,5,35,false,2,113.44,Winter,9,6,1134,2010
2010,Qtr 1,February,5,14,false,2,113.645,Winter,30,6,1134.75,2010
2010,Qtr 1,February,5,27,false,2,113.85,Winter,17,6,1143,2010
2010,Qtr 1,February,5,38,false,2,11314.12,Winter,2,6,113144.9,2010
2010,Qtr 1,February,5,81,false,2,1133.595,Winter,17,6,11339.95,2010
2010,Qtr 1,February,5,49,false,2,1133.708,Winter,11,6,11338.78,2010
2010,Qtr 1,February,5,81,false,2,1134.27,Winter,10,6,11343,2010
2010,Qtr 1,February,5,91,false,2,1135.333,Winter,17,6,11349.33,2010
2010,Qtr 1,February,5,3,false,2,1137.013,Winter,21,6,11370.03,2010
2010,Qtr 1,February,5,96,false,2,1137.059,Winter,38,6,11373.89,2010
2010,Qtr 1,February,5,42,false,2,1138.098,Winter,10,6,11380.98,2010
2010,Qtr 1,February,5,9,false,2,1138.529,Winter,21,6,11381.89,2010
2010,Qtr 1,February,5,10,false,2,1139.436,Winter,3,6,11396.86,2010
2010,Qtr 1,February,5,52,false,2,114.605,Winter,9,6,1150.25,2010
2010,Qtr 1,February,5,30,false,2,114.66,Winter,7,6,1151,2010
2010,Qtr 1,February,5,14,false,2,1141.379,Winter,8,6,11410.69,2010
2010,Qtr 1,February,5,7,false,2,1141.575,Winter,25,6,11419.75,2010
2010,Qtr 1,February,5,90,false,2,11416.462,Winter,20,6,114164.32,2010
2010,Qtr 1,February,5,6,false,2,1143.421,Winter,35,6,11437.81,2010
2010,Qtr 1,February,5,17,false,2,1144.972,Winter,32,6,11451.62,2010
2010,Qtr 1,February,5,72,false,2,11445.911,Winter,11,6,114462.11,2010
2010,Qtr 1,February,5,96,false,2,1145.795,Winter,36,6,11460.65,2010
2010,Qtr 1,February,5,67,false,2,1146.746,Winter,18,6,11463.06,2010
2010,Qtr 1,February,5,13,false,2,1146.754,Winter,5,6,11468.24,2010
2010,Qtr 1,February,5,17,false,2,1148.189,Winter,39,6,11486.59,2010
2010,Qtr 1,February,5,93,false,2,115.058,Winter,29,6,1147.88,2010
2010,Qtr 1,February,5,81,false,2,115.911,Winter,3,6,1159.71,2010
2010,Qtr 1,February,5,10,false,2,1150.018,Winter,9,6,11502.28,2010
2010,Qtr 1,February,5,49,false,2,1150.366,Winter,1,6,11501.46,2010
2010,Qtr 1,February,5,7,false,2,1150.451,Winter,17,6,11501.61,2010
2010,Qtr 1,February,5,91,false,2,1150.528,Winter,36,6,11509.78,2010
2010,Qtr 1,February,5,34,false,2,1150.78,Winter,39,6,11505.5,2010
2010,Qtr 1,February,5,14,false,2,1152.482,Winter,40,6,11527.12,2010
2010,Qtr 1,February,5,92,false,2,11549.827,Winter,40,6,115500.67,2010
2010,Qtr 1,February,5,32,false,2,1155.721,Winter,14,6,11560.21,2010
2010,Qtr 1,February,5,38,false,2,11556.905,Winter,1,6,115564.35,2010
2010,Qtr 1,February,5,3,false,2,1156.006,Winter,32,6,11563.16,2010
2010,Qtr 1,February,5,49,false,2,1156.6,Winter,27,6,11567.2,2010
2010,Qtr 1,February,5,21,false,2,1157.289,Winter,4,6,11574.09,2010
2010,Qtr 1,February,5,27,false,2,116.18,Winter,41,6,1158,2010
2010,Qtr 1,February,5,59,false,2,116.681,Winter,6,6,1170.91,2010
2010,Qtr 1,February,5,67,false,2,116.823,Winter,42,6,1170.73,2010
2010,Qtr 1,February,5,25,false,2,1161.35,Winter,1,6,11609.5,2010
2010,Qtr 1,February,5,92,false,2,1161.689,Winter,9,6,11620.09,2010
2010,Qtr 1,February,5,24,false,2,1161.877,Winter,11,6,11616.97,2010
2010,Qtr 1,February,5,46,false,2,1164.151,Winter,29,6,11641.81,2010
2010,Qtr 1,February,5,20,false,2,1164.564,Winter,23,6,11641.64,2010
2010,Qtr 1,February,5,20,false,2,1165.635,Winter,11,6,11652.05,2010
2010,Qtr 1,February,5,38,false,2,11656.292,Winter,26,6,116562.22,2010
2010,Qtr 1,February,5,55,false,2,1166.391,Winter,26,6,11661.31,2010
2010,Qtr 1,February,5,87,false,2,1167.663,Winter,9,6,11680.93,2010
2010,Qtr 1,February,5,4,false,2,1169.071,Winter,15,6,11694.61,2010
2010,Qtr 1,February,5,36,false,2,117.16,Winter,21,6,1167,2010
2010,Qtr 1,February,5,28,false,2,117.163,Winter,27,6,1176.13,2010
2010,Qtr 1,February,5,30,false,2,117.216,Winter,5,6,1176.26,2010
2010,Qtr 1,February,5,56,false,2,117.355,Winter,11,6,1170.75,2010
2010,Qtr 1,February,5,83,false,2,117.367,Winter,44,6,1169.57,2010
2010,Qtr 1,February,5,31,false,2,117.72,Winter,34,6,1174.5,2010
2010,Qtr 1,February,5,16,false,2,117.795,Winter,29,6,1182.65,2010
2010,Qtr 1,February,5,41,false,2,117.82,Winter,14,6,1179.9,2010
2010,Qtr 1,February,5,27,false,2,117.83,Winter,9,6,1181.5,2010
2010,Qtr 1,February,5,11,false,2,1172.364,Winter,21,6,11721.74,2010
2010,Qtr 1,February,5,81,false,2,1173.25,Winter,35,6,11733.3,2010
2010,Qtr 1,February,5,26,false,2,1173.522,Winter,1,6,11737.12,2010
2010,Qtr 1,February,5,82,false,2,1173.998,Winter,41,6,11744.58,2010
2010,Qtr 1,February,5,13,false,2,1174.236,Winter,3,6,11747.06,2010
2010,Qtr 1,February,5,95,false,2,1177.286,Winter,3,6,11771.76,2010
2010,Qtr 1,February,5,67,false,2,1177.84,Winter,39,6,11778.8,2010
2010,Qtr 1,February,5,25,false,2,1178.046,Winter,11,6,11783.56,2010
2010,Qtr 1,February,5,74,false,2,1178.062,Winter,25,6,11784.92,2010
2010,Qtr 1,February,5,81,false,2,1178.258,Winter,8,6,11781.08,2010
2010,Qtr 1,February,5,80,false,2,1178.918,Winter,38,6,11792.28,2010
2010,Qtr 1,February,5,72,false,2,11780.499,Winter,18,6,117802.39,2010
2010,Qtr 1,February,5,21,false,2,1179.733,Winter,6,6,11793.23,2010
2010,Qtr 1,February,5,36,false,2,118.27,Winter,27,6,1182.5,2010
2010,Qtr 1,February,5,36,false,2,118.33,Winter,24,6,1183,2010
2010,Qtr 1,February,5,90,false,2,1180.076,Winter,21,6,11801.66,2010
2010,Qtr 1,February,5,16,false,2,1181.867,Winter,6,6,11819.17,2010
2010,Qtr 1,February,5,22,false,2,1183.004,Winter,39,6,11832.54,2010
2010,Qtr 1,February,5,82,false,2,1184.24,Winter,45,6,11844.8,2010
2010,Qtr 1,February,5,23,false,2,1184.351,Winter,32,6,11844.01,2010
2010,Qtr 1,February,5,71,false,2,1185.101,Winter,18,6,11852.01,2010
2010,Qtr 1,February,5,32,false,2,1187.384,Winter,1,6,11875.84,2010
2010,Qtr 1,February,5,98,false,2,119.017,Winter,12,6,1193.17,2010
2010,Qtr 1,February,5,41,false,2,119.226,Winter,20,6,1193.96,2010
2010,Qtr 1,February,5,28,false,2,119.269,Winter,6,6,1190.89,2010
2010,Qtr 1,February,5,17,false,2,1190.83,Winter,15,6,11908.6,2010
2010,Qtr 1,February,5,81,false,2,1193.54,Winter,37,6,11935.5,2010
2010,Qtr 1,February,5,90,false,2,11931.949,Winter,27,6,119320.09,2010
2010,Qtr 1,February,5,58,false,2,1194.673,Winter,4,6,11947.83,2010
2010,Qtr 1,February,5,40,false,2,11946.105,Winter,10,6,119463.15,2010
2010,Qtr 1,February,5,2,false,2,1195.135,Winter,5,6,11955.45,2010
2010,Qtr 1,February,5,55,false,2,1196.738,Winter,31,6,11968.58,2010
2010,Qtr 1,February,5,72,false,2,11961.413,Winter,2,6,119609.83,2010
2010,Qtr 1,February,5,82,false,2,1198.789,Winter,34,6,11985.79,2010
2010,Qtr 1,February,5,36,false,2,12.01,Winter,1,6,120,2010
2010,Qtr 1,February,5,28,false,2,12.09,Winter,44,6,121.5,2010
2010,Qtr 1,February,5,87,false,2,12.578,Winter,33,6,129.38,2010
2010,Qtr 1,February,5,26,false,2,12.658,Winter,33,6,126.38,2010
2010,Qtr 1,February,5,98,false,2,12.883,Winter,25,6,130.43,2010
2010,Qtr 1,February,5,54,false,2,12.89,Winter,6,6,129,2010
2010,Qtr 1,February,5,59,false,2,12.929,Winter,42,6,128.59,2010
2010,Qtr 1,February,5,12,false,2,12.946,Winter,37,6,132.36,2010
2010,Qtr 1,February,5,93,false,2,120.257,Winter,23,6,1206.27,2010
2010,Qtr 1,February,5,67,false,2,120.26,Winter,43,6,1200.2,2010
2010,Qtr 1,February,5,31,false,2,120.42,Winter,41,6,1200.5,2010
2010,Qtr 1,February,5,85,false,2,120.439,Winter,39,6,1208.79,2010
2010,Qtr 1,February,5,34,false,2,1202.935,Winter,8,6,12029.75,2010
